comment,clean,sentimen,sentiment_indobert,sentiment_indobert_kotor,sentiment_roberta,sentiment_roberta_kotor
@theresiaaclaudiaa samaa woi berasa lbh ribet magang ketimbang ngelamar kerja,sama woi berasa lebih ribet magang ketimbang melamar kerja,1,0,0,0,0
"@devsely tetep semangat dev, xoxo siap ðð¥",tetap semangat dev xoxo siap,2,2,2,2,1
"Gua kira yg udh pada terima tawaran, berkasnya udah aman dan eligible. Kenapa tiba tiba beda lagi yak alurnya. Pusing woy.",saya kira yang sudah pada terima tawaran berkasnya sudah aman dan eligible kenapa tiba tiba beda lagi iya alurnya pusing woy,2,0,0,0,0
"Woi, mo nanya ini kenapa alur kampus merdeka berantakan yak? Denger denger udh pada dapat offering di website, udh klik terima tawaran. Tp ktny yg terima tawaran msh hrs lewatin verifikasi berkas kembali, lah maksudnya gimana. Anda mau php in mahasiswa/i nya? Duh lelah ama kelakuan kalian dari masalah berkas, banding, kemudian kemarin masalah survei kebinekaan, sekarang balik lagi ke masalah berkas. Ini tim nya memang tidak siap atau bgmn? Pengalaman di cycle sebelumnya emgnya seberantakan ini?",woi mau bertanya ini kenapa alur kampus merdeka berantakan iya dengar dengar sudah pada dapat offering di website sudah klik terima tawaran tapi katanya yang terima tawaran masih harus lewatin verifikasi berkas kembali lah maksudnya bagaimana anda mau php ini mahasiswai nya aduh lelah sama kelakuan kalian dari masalah berkas banding kemudian kemarin masalah survei kebinekaan sekarang balik lagi ke masalah berkas ini tim nya memang tidak siap atau bagaimana pengalaman di cycle sebelumnya emgnya seberantakan ini,0,0,0,0,0
kak izin bertanya saya kan lulus studi independen terus saya gak dapat informasi untuk gabung di grup whatsapp sedangkan teman saya sudah bergabung?,kak izin bertanya saya kan lulus studi independen terus saya tidak dapat informasi untuk gabung di grup whatsapp sedangkan teman saya sudah bergabung,1,1,1,1,1
Bintang 1,bintang,1,2,2,2,2
@yourfavseeker iya cuman kecewa aja ð¢,iya cuman kecewa saja,0,0,0,0,0
@kezyameystika_ ini kakak biasanya berhubungan sama mitra lewat apa kak? email/wa? mungkin bisa difollow up langsung aja tanyain grupnya,ini kakak biasanya berhubungan sama mitra lewat apa kak emailwa mungkin bisa difollow up langsung saja tanyakan grupnya,0,1,1,1,1
@agusselvana ibarat kata mah lempar batu sembunyi tangan,ibarat kata mah lempar batu sembunyi tangan,1,0,0,0,1
"Kepada pengurus kampus merdeka, Apakah betul pengumuman diterima / tidaknya itu terakhir tgl 15 Feb 2023?. Setidaknya pihak penyelenggara memberikan tanggapan/ jawaban  kepada mahasiswa yg sudah melamar magang, jangan mereka digantung dgn status diproses. 
Sebetulnya seleksinya mitra itu dgn melihat kriteria mahasiswa yg bgmn ? kok masih byk mahasiswa yg protes tdk ada panggilan wawancara..Walau surat sudah lengkap,  sudah memenuhi syarat, sudah ikut survey kebhinekaan, harusnya semua yg terdaftar setidaknya semua diberi kesempatan untuk wawancara, layaknya org ikut test ,semua yg terdaftar diberi kesempatan menunjukan kemampuannya. Baru kemudian ditentukan siapa yg lolos. 
Kalo sistemnya seperti ini, ada yg dipanggil dan ada yg tidak sama sekali , hal ini jelas jelas tdk ada keadilan, buat apa daftar dan menyia nyiakan waktu. Terus terang demi untuk ikut magang ini ,anak saya melewatkan kesempatan lulus 7 semester. Semoga kekecewaan kami ini dapat tanggapan dr pengurus Kampus merdeka.",kepada pengurus kampus merdeka apakah betul pengumuman diterima tidaknya itu terakhir tanggal feb setidaknya pihak penyelenggara memberikan tanggapan jawaban kepada mahasiswa yang sudah melamar magang jangan mereka digantung dengan status diproses sebetulnya seleksinya mitra itu dengan melihat kriteria mahasiswa yang bagaimana kok masih banyak mahasiswa yang protes tidak ada panggilan wawancarawalau surat sudah lengkap sudah memenuhi syarat sudah ikut survey kebhinekaan harusnya semua yang terdaftar setidaknya semua diberi kesempatan untuk wawancara layaknya orang ikut test semua yang terdaftar diberi kesempatan menunjukan kemampuannya baru kemudian ditentukan siapa yang lolos kalau sistemnya seperti ini ada yang dipanggil dan ada yang tidak sama sekali hal ini jelas jelas tidak ada keadilan buat apa daftar dan menyia nyiakan waktu terus terang demi untuk ikut magang ini anak saya melewatkan kesempatan lulus semester semoga kekecewaan kami ini dapat tanggapan dari pengurus kampus merdeka,0,0,0,0,0
"gua udah pengalaman ngurus berpulih2 bahkan ratusan client dr luar negeri sampe ke agensi besar sebagai music director, music producer, apalah bebas lu mau sebut bebas yg penting berkaitan sm music production.
daftar program magang sebagai music director yg requirementsnya bikin gua pede lolos, tapi semenjak daftar dighosting doang hahaha (rata2 magang begini kt tmn gue).
gua daftar studi indenpenden dan alhamdulillah keterima, jdnya ya ngambil studi indenpenden.
tapi kecewa aja sama mitra2 magang, dighosting kaga jelas semua.",saya sudah pengalaman mengurus berpulih2 bahkan ratusan client dari luar negeri sampai ke agensi besar sebagai music director music producer apalah bebas kamu mau sebut bebas yang penting berkaitan sama music productiondaftar program magang sebagai music director yang requirementsnya bikin saya percaya diri lolos tapi semenjak daftar dighosting doang hahaha rata-rata magang begini kita teman guegua daftar studi indenpenden dan alhamdulillah keterima jdnya iya mengambil studi indenpendentapi kecewa saja sama mitra2 magang dighosting tidak jelas semua,2,0,0,0,0
"@justin_heilen @magangmerdeka Saran saya bagi tim msib buat batch 5 gaperlu pake website cukup google form dan konfirmasi lewat whatsapp saja. Evaluasi taun ini sistemnya banyak yg miss. Bahkan yg udah reject aja masih bisa dapet offering, ketika dikonfirmasi justru menyalahkan mitra. Harusnya peran sistem di sini sebagai decision making peserta bisa lolos atau tidak bukannya digantung seperti ini. Mungkin masukkan saya bisa dipertimbangkan untuk kembal8 memakai google form saja agar setara dengan bisnis jualan makanan saya yang baru merintisðð»",saran saya bagi tim msib buat batch gaperlu pakai website cukup google form dan konfirmasi lewat whatsapp saja evaluasi tahun ini sistemnya banyak yang miss bahkan yang sudah reject saja masih bisa dapat offering ketika dikonfirmasi justru menyalahkan mitra harusnya peran sistem di sini sebagai decision making peserta bisa lolos atau tidak bukannya digantung seperti ini mungkin masukkan saya bisa dipertimbangkan untuk kembal8 memakai google form saja agar setara dengan bisnis jualan makanan saya yang baru merintis,2,0,0,0,0
"Kak izin bertanya, kalau ikut Studi independen kan tidak mendapatkan insentif/dana dr pemerintah, jadi bagi mahasiswa KIP-K yg ikut Studi Independen apakah uang KIP akan tetap cair?",kak izin bertanya kalau ikut studi independen kan tidak mendapatkan insentifdana dari pemerintah jadi bagi mahasiswa kipk yang ikut studi independen apakah uang kip akan tetap cair,1,1,1,1,1
@bhrll2022  kakk urusan status pendaftaran dari daftar > proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitra/tim recruiter dan bukan urusan kampus merdekanya. Denger-denger status yg masih âprosesâ smpe sekarang dan gak diganti âtidak lolosâ itu karena emang dari mitranya yng males buat pencetin âtidak lolosâ itu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos di salah satu mitra dan tulisannya âtidak lolosâ jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,kak urusan status pendaftaran dari daftar proses diterima tidak lolos itu yang bisa mengubah itu hanya mitratim recruiter dan bukan urusan kampus merdekanya dengerdenger status yang masih proses sampai sekarang dan tidak diganti tidak lolos itu karena memang dari mitranya yang malas buat pencetin tidak lolos itu karena saking banyaknya yang daftar jadi di biarkan saja sebelumnya aku pernah lihat kok di tiktok ada orang yang memang tidak lolos di salah satu mitra dan tulisannya tidak lolos jadi itu tergantung sih mitranya saja yang mau ubah statusnya apa tidak makasihh,2,0,0,0,0
@meyhwaap  baik kak terimakasih,baik kak terimakasih,2,1,1,2,2
@rachel.marla  kakk urusan status pendaftaran dari proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kampus merdekanya. Denger-denger status yg masih âprosesâ smpe sekarang dan gak diganti âtidak lolosâ itu karena emang dari mitranya yng males buat pencetin âtidak lolosâ itu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos di salah satu mitra dan tulisannya âtidak lolosâ jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,kak urusan status pendaftaran dari proses diterima tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kampus merdekanya dengerdenger status yang masih proses sampai sekarang dan tidak diganti tidak lolos itu karena memang dari mitranya yang malas buat pencetin tidak lolos itu karena saking banyaknya yang daftar jadi di biarkan saja sebelumnya aku pernah lihat kok di tiktok ada orang yang memang tidak lolos di salah satu mitra dan tulisannya tidak lolos jadi itu tergantung sih mitranya saja yang mau ubah statusnya apa tidak makasihh,2,0,0,0,0
@julius_trbb99 kakk urusan status pendaftaran dari proses > diterima > tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kamlus merdekanya. Denger-denger status yg masih âprosesâ smpe sekarang dan gak diganti âtidak lolosâ itu karena emang dari mitranya yng males buat pencetun/apptove âtidak lolosâ iyu karena saking banyaknya yg daftar jadi di biarin aja. Sebelumnya aku pernah liat kok di tiktok ada orang yang emang gak lolos dan tulisannya âtidak lolosâ jadi itu tergantung si mitranya aja yg mau ubah statusnya apa gak. Makasihh,kak urusan status pendaftaran dari proses diterima tidak lolos itu yang bisa mengubah itu hanya mitranya dan bukan urusan kamlus merdekanya dengerdenger status yang masih proses sampai sekarang dan tidak diganti tidak lolos itu karena memang dari mitranya yang malas buat pencetunapptove tidak lolos iyu karena saking banyaknya yang daftar jadi di biarkan saja sebelumnya aku pernah lihat kok di tiktok ada orang yang memang tidak lolos dan tulisannya tidak lolos jadi itu tergantung sih mitranya saja yang mau ubah statusnya apa tidak makasihh,0,0,0,0,0
"@kezyameystika_ maaf bgt kak. Klo ini salah di mitranya bukan di kampus merdekanya. Untuk informasi invite group itukan urusan personal perusahaan, kampus merdekanya cuma sebagai penghubung aja. Coba kakak hubungin hrdnya terkait informasi lanjutannya deh.",maaf banget kak kalau ini salah di mitranya bukan di kampus merdekanya untuk informasi invite group itukan urusan personal perusahaan kampus merdekanya cuma sebagai penghubung saja coba kakak hubungin hrdnya terkait informasi lanjutannya deh,0,0,1,1,0
@mhmzakkir.id dari kampus merdekanya dikasih kesempatan 2kali,dari kampus merdekanya dikasih kesempatan 2kali,1,1,1,1,1
"@weyguh yup i thinkn so,, ya semoga ya H-1 bisa ada tanda2 yg baikððð½",iya i thinkn sok iya semoga iya h1 bisa ada tanda2 yang baik,2,2,1,0,2
"@bhrll2022 selama sapi blm bertelor, masih diproses kak",selama sapi belum bertelor masih diproses kak,0,1,1,0,1
"@sonofspider Kebiasaan menormalisasi kesalahan, mencari pembenaran dr kesalahan orang lain. Sering bgt tipe orang kayak gini ditemui di masyarakat. Kalau ditegur malah cari kesalahan orang lain karena merasa ga terima",kebiasaan menormalisasi kesalahan mencari pembenaran dari kesalahan orang lain sering banget tipe orang kayak begini ditemui di masyarakat kalau ditegur bahkan cari kesalahan orang lain karena merasa tidak terima,1,0,0,0,0
udah berharap bngt lolos malah sr rejected ð¥¹,sudah berharap banget lolos bahkan sr rejected,1,2,0,0,0
@yourfavseeker gaada tahapan seleksi berkas di akhir,enggak ada tahapan seleksi berkas di akhir,1,1,1,1,1
"@yunpnzr mental macam apa ini. Kesalahannya jelas di pihak panitia, malah nyalahin mental peserta buat siap2 ntar dunis kerja lebih parah. Bukannya nyalahin yg salah malah ke peserta. Bahkan ada UNJ aja ga dapet sosialisasi dri msib sampe2 seluruh mahasiswanya gaada yg bisa daftarð",mental macam apa ini kesalahannya jelas di pihak panitia bahkan menyalahkan mental peserta buat siap2 entar dunis kerja lebih parah bukannya menyalahkan yang salah bahkan ke peserta bahkan ada unj saja tidak dapat sosialisasi dari msib sampe2 seluruh mahasiswanya enggak ada yang bisa daftar,2,0,0,0,0
@dekara.ninsa wkwkwkwk.... Ternyata beneran butuh ke psikolog at least belajar TPS,wkwkwkwk ternyata benaran butuh ke psikolog at least belajar tps,0,0,1,0,0
Disitu saya karang merasa sedih .. digantung tanpa kepastian.. gimana buat panitia penyelenggara gak ada informasi yg jelas,disitu saya karang merasa sedih digantung tanpa kepastian bagaimana buat panitia penyelenggara tidak ada informasi yang jelas,0,0,0,0,0
@ryanh_aldebaran lah gw cuma ngomongin tmn gw doang wkkwkw. Buset lgsg bawa bawa psikolog ngakak bgt dah ðð,lah saya cuma mengomongkan teman saya doang wkkwkw buset langsung bawa bawa psikolog mengakak banget deh,2,0,0,0,0
@justin_heilen @magangmerdeka Bukan kesalahan dari mahasiswanya! Mereka hanya memohon sptmj dan surat rekomendasi dari kampus masing-masing. Bahkan saya turut mencantumkan barcode dan cap resmi dari kampus saya. Namun tidak ada konfirmasi apa apa dari kampus merdeka jika memang sptmj dan surat rekomendasinya rejected! BANYAK KORBANNYA,bukan kesalahan dari mahasiswanya mereka hanya memohon sptmj dan surat rekomendasi dari kampus masingmasing bahkan saya turut mencantumkan barcode dan cap resmi dari kampus saya namun tidak ada konfirmasi apa apa dari kampus merdeka jika memang sptmj dan surat rekomendasinya rejected banyak korbannya,2,0,0,0,0
@justin_heilen @magangmerdeka Itu buat kami menunggu dan buat kami membuang2 waktu kami. Anda tau tidak kami berjuang sebulanan cuman buat nunggu hasil sampai kami ke rumah sakit utk minta surat keterangan sehat dan lain lain?. Tapi kenyataannya kami pada akhirnya tetap akan ditolak hanya karena kami tidak akan tahu jika berkas kami tidak eligible kalau tidak dari sistem hacking coding yang beredar di telegram. At least hubungi or konfirmasi ulang or update di sistem dari awal jika memang berkas kami ga eligible! Jadi kita gaperlu menunggu dan membuang2 waktu sampai sebulanan! Banyak kasus yang seperti ini! Akibat dari sistem anda yang bobrok menulis âDIPROSESâ or âMASIH DALAM SELEKSIâ padahal jelas2 mahasiswa tersebut tidak akan diterima akibat berkas yang tidak eligible tadi! Tapi tidak ada konfirmasinya sama sekali kalau bukan karena kita yang cari2 cara untuk coding!!!. Banyak tau ga yang kita korbankan cuman demi menunggu hasil seleksi namun ternyata ditipu by sistem yg bilang status kita dalam seleksi pdhl udh jelas2 rejected by sistem!,itu buat kami menunggu dan buat kami membuang2 waktu kami anda tahu tidak kami berjuang sebulanan cuman buat menunggu hasil sampai kami ke rumah sakit untuk meminta surat keterangan sehat dan lain lain tapi kenyataannya kami pada akhirnya tetap akan ditolak hanya karena kami tidak akan tahu jika berkas kami tidak eligible kalau tidak dari sistem hacking coding yang beredar di telegram at least hubungi orang konfirmasi ulang orang update di sistem dari awal jika memang berkas kami tidak eligible jadi kita gaperlu menunggu dan membuang2 waktu sampai sebulanan banyak kasus yang seperti ini akibat dari sistem anda yang bobrok menulis diproses orang masih dalam seleksi padahal jelas-jelas mahasiswa tersebut tidak akan diterima akibat berkas yang tidak eligible tadi tapi tidak ada konfirmasinya sama sekali kalau bukan karena kita yang cari-cari cara untuk coding banyak tahu tidak yang kita korbankan cuman demi menunggu hasil seleksi namun ternyata ditipu by sistem yang bilang status kita dalam seleksi padahal sudah jelas-jelas rejected by sistem,0,0,0,0,0
"Dear kampus merdeka yang terhormat.
Tolong ya sistemnya diperbaiki. Masa status di kegiatanku masih diproses mulu dan dapet email dari mitra kalau lolos berkas. Tapi pas di cek by sistem (dapet info cara coding sistem dari telegram) itu rejected sptmj dan surat rekomendasinya. Pantesan ya saya udah dapet email offering dan email reject dari mitra tapi status di kegiatanku masih âdiprosesâ seakan2 kita masih dalam proses seleksi dengan tulisan âkamu masih dalam proses seleksiâ maksudnya apa ya? Teman2 saya jika dapet offering by email or reject by mitra itu statusnya langsung terupdate di status kegiatankunya. Nah kalau memang penyebabnya karena berkas tidak eligible tolong dong diberitahukan ke mahasiswanya. Jangan di tulis âdiprosesâ or âmasih dalam proses seleksiâ kalau emang dari awal aja kita udh jelas jelas pasti ketolak karena berkas yang ga eligible tadi.",dear kampus merdeka yang terhormattolong iya sistemnya diperbaiki masa status di kegiatanku masih diproses melulu dan dapat email dari mitra kalau lolos berkas tapi pas di cek by sistem dapat informasi cara coding sistem dari telegram itu rejected sptmj dan surat rekomendasinya pantesan iya saya sudah dapat email offering dan email reject dari mitra tapi status di kegiatanku masih diproses seakan2 kita masih dalam proses seleksi dengan tulisan kamu masih dalam proses seleksi maksudnya apa iya teman-teman saya jika dapat offering by email orang reject by mitra itu statusnya langsung terupdate di status kegiatankunya nah kalau memang penyebabnya karena berkas tidak eligible tolong dong diberitahukan ke mahasiswanya jangan di tulis diproses orang masih dalam proses seleksi kalau memang dari awal saja kita sudah jelas jelas pasti ketolak karena berkas yang tidak eligible tadi,2,0,0,0,0
Yg masih dalam status di proses apakah sudah pasti tidak lolos ya kk? Soalnya masih bingung status di proses ini apakah harus ikut kegiatan national onboarding ini atau ngga,yang masih dalam status di proses apakah sudah pasti tidak lolos iya kakak soalnya masih bingung status di proses ini apakah harus ikut kegiatan national onboarding ini atau tidak,0,1,1,0,0
@rizkiagung.id gk ada yg rugi kalo ente gk ikut btwð,tidak ada yang rugi kalau ente tidak ikut ngomong-ngomong,0,2,1,2,1
"@sonofspider semua penting, jangan anggap remeh setiap tahapan",semua penting jangan anggap remeh setiap tahapan,2,2,1,2,1
@devsely tetap semangatð¥ walaupun kita tidak lolos tenang yang penting kita  udah berusaha mencoba sampai di titik akhir.,tetap semangat walaupun kita tidak lolos tenang yang penting kita sudah berusaha mencoba sampai di titik akhir,2,2,1,2,1
@mokhasxh terbaik lanjutkan brash moga betah di Makassar,terbaik lanjutkan brash moga betah di makassar,2,2,2,2,2
"Katanya mau meningkatkan kualitas pendidikan, masalah yg macem berkas & simulasi ujian aja banyak kendala.... Terus sistem pemilihan ga jelas banget mana ga ada admin yg nanggepin pertanyaan lebih mending CS tokped responsif, harusnya kalo inj diawal2 dikasih tau di SnK tentang jumlah kuota lah...percuma juga si komen di lapak sini, sulit di kontrol semoga hari mu me..............",katanya mau meningkatkan kualitas pendidikan masalah yang macam berkas simulasi ujian saja banyak kendala terus sistem pemilihan tidak jelas banget mana tidak ada admin yang menanggapi pertanyaan lebih lebih baik cs tokped responsif harusnya kalau inj diawal2 dikasih tahu di snk tentang jumlah kuota lahpercuma juga sih komen di lapak sini sulit di kontrol semoga hari mu me,2,0,0,0,0
"@julius_trbb99 percuma bro, dari sekian banyak komentar, mimin nya tidak turun tangan menanggapi curhatan kita kita semuað",percuma saudara laki-laki dari sekian banyak komentar admin nya tidak turun tangan menanggapi curhatan kita kita semua,1,0,0,0,0
"@weyguh iya benar sekali kawan, harusnya panitia atau tim pelaksana bisa memperhatikan hal iniðð½",iya benar sekali kawan harusnya panitia atau tim pelaksana bisa memperhatikan hal ini,2,1,1,1,0
Cung yang tiap hari nge cek platform MSIB sama email hingga sekarang ga ada kabarð¢,cung yang tiap hari nge cek platform msib sama email hingga sekarang tidak ada kabar,1,0,1,0,0
"Sabar ya gaes, ini masih tanggal 14 dan masih ada kesempatan ditanggal 15 sebelum tanggal 16 program dimulai ð",sabar iya gaes ini masih tanggal dan masih ada kesempatan ditanggal sebelum tanggal program dimulai,1,1,1,1,2
"@julius_trbb99 setuju sihh, kalo diproses mulu kita kita yang berharap ini jadi serba salah, ada yg bilang gagal, ada yg bilang tunggu aja.",setuju sih kalau diproses melulu kita kita yang berharap ini jadi serba salah ada yang bilang gagal ada yang bilang tunggu saja,1,0,0,0,0
"@samsul.arf21 bener banget,  yang bisa rubah status tuh mitranya",benar banget yang bisa rubah status tuh mitranya,2,1,1,2,0
"@rachel.marla protes ke mitranya, yang bisa ubah tuh mitra xoxo",protes ke mitranya yang bisa ubah tuh mitra xoxo,1,0,0,1,0
@devsely innallaha maashobirin yaa ðâ¤ï¸,innallaha maashobirin iya,1,2,1,2,2
"@rasberryyeu_ di youtube kemarin aku ketemu kak, cari saja",di youtube kemarin aku ketemu kak cari saja,1,1,1,1,1
"tolong untuk kedepan bagi yg sudah pernah mengikuti magang kampus merdeka tidak bisa ikut lagi, soalnya banyak temen-temen yg belum magang jadi ga lewat!!!",tolong untuk kedepan bagi yang sudah pernah mengikuti magang kampus merdeka tidak bisa ikut lagi soalnya banyak tementemen yang belum magang jadi tidak lewat,2,1,0,1,0
@bro.swryz yauda terima aja gausa koar2 disni,yauda terima saja enggak usah koar2 disini,1,0,1,0,0
"@dekara.ninsa yee mbak.... Mencoba generalisasi kasus temen anda. Hati2 tanda2 distorsi kognitif butuh ke psikolog. Lihat kasus temen lain, argumen lain, tuntutan yang lain. See this as a whole.",iya mbak mencoba generalisasi kasus teman anda hati-hati tanda2 distorsi kognitif butuh ke psikolog lihat kasus teman lain argumen lain tuntutan yang lain sih this as a whole,0,0,0,0,0
@azizmario_ gmn kita tau berkas itu eligible sm gak nya?,bagaimana kita tahu berkas itu eligible sama tidak nya,1,0,1,0,1
"@bro.swryz oh, sama kyk info beredar. Harus lapor kampus",oh sama kayak informasi beredar harus lapor kampus,1,0,1,0,0
@babu_abu_abu udah terakhir tanggal 27 bro lewat pic kampusð¢,sudah terakhir tanggal saudara laki-laki lewat pic kampus,1,1,1,1,0
@anggafii_ tapi banyak yg offering tgl 13 loh. Gmn ga bingung kita,tapi banyak yang offering tanggal loh bagaimana tidak bingung kita,2,0,1,0,0
@bro.swryz kalo banding carany gmn bang?,kalau banding carany bagaimana bang,1,1,1,0,0
untuk mahasiswa disabilitas kok agak sulit ya,untuk mahasiswa disabilitas kok agak sulit iya,0,0,0,0,0
@zaki_na iih kesell brooooo wkwkwkw,ih kesell brooooo wkwkwkw,1,0,0,0,0
@bro.swryz udh bro gausah tanggepin tu orangð,sudah saudara laki-laki enggak usah tanggepin itu orang,2,0,0,0,0
"@nyepammyy_ nggak kak,tapi aku udah offering cuman belum ada invite group sama sekali  makanya aku nanya.Takut ketinggalan info.",tidak kaktapi aku sudah offering cuman belum ada invite group sama sekali makanya aku nanyatakut ketinggalan informasi,0,0,0,0,0
@kezyameystika_ Ditjen perumahan udah ada kabar ka?,ditjen perumahan sudah ada kabar kak,2,1,1,1,1
"@bro.swryz sukses dah buat abang. Semoga bisa dpt yang lebih baik. Karena ya mau gmana ya... Ya abang tau sendiri deh ya yang namanya ""instansi penguasa""",sukses deh buat abang semoga bisa dapat yang lebih baik karena iya mau bagaimana iya iya abang tahu sendiri deh iya yang namanya instansi penguasa,2,2,0,2,0
@yunpnzr Gue alumni magang batch 2ð¥° bahkann batch 1 gua juga hunter dan hampir lolos di stupen cuma waktu itu dikonfirmasi status semester gue masih kurang:) Jd gua paham banget seleksi msib itu gimana dan harusnya orangÂ² yg konsul ke gue. Menurut batch ini cenderung regres. Karena sosialisasinya kurang. Baca aja di twitter pakai hastag #RegulasiCacatMSIB4 udah dijelasin kronologinya kek mana. Kita juga paham dan ga ngasal protes karena kalau ga ada bukti sama aja omong kosong. Saya kasih tau ya mas. Status keluar tgl 30 itu yg mengeluarkan sistem bukan kampus. Jd proses seleksi ini ga ada hubungannya sama kampus. Semoga kamu paham dan jangan sesekali menormalisasi kesalahan lain untuk menjadi pembenaran atas kesalahan lainnya.,saya alumni magang batch bahkann batch saya juga hunter dan hampir lolos di stupen cuma waktu itu dikonfirmasi status semester saya masih kurang jadi saya paham banget seleksi msib itu bagaimana dan harusnya orang yang konsultasi ke saya menurut batch ini cenderung regres karena sosialisasinya kurang baca saja di twitter pakai hastag regulasicacatmsib4 sudah dijelasin kronologinya kayak mana kita juga paham dan tidak ngasal protes karena kalau tidak ada bukti sama saja omong kosong saya kasih tahu iya mas status keluar tanggal itu yang mengeluarkan sistem bukan kampus jadi proses seleksi ini tidak ada hubungannya sama kampus semoga kamu paham dan jangan sesekali menormalisasi kesalahan lain untuk menjadi pembenaran atas kesalahan lainnya,2,0,0,0,0
@rozindarrr ditjen perumahan sulawesi tenggara,ditjen perumahan sulawesi tenggara,2,1,1,1,1
@kezyameystika_ mitra apa?,mitra apa,1,0,1,2,1
"@bro.swryz lu reject berkas tapi offering? Gue nemu bug di sistem seleksi ini. Setau gue offering yang menentukan mitra, sedangkan berkas itu urusan tim MSIB. Kemungkinan nanti di pertengahan program lu bakal nemu masalah itupun kalo tim MSIB tegas buat nyuruh mitra cancel keikutsertaan mahasiswa yang berkasnya rejected. Klo urusan banding, dalam seleksi berkas itu yang ngecek bukan AI/bot tapi manusia (ini kalo CPNS). Jadi masalah mistake itu wajar, barangkali mata mereka sliwer jadi kita sebagai mahasiswa ya harus jeli sendiri klo ternyata ada salah dalam seleksi ya kita harus rajin follow up ke penyelenggara. Kalo masalah revisi berkas yang baru keluar di tanggal 30 Januari pdhl tanggal 27 Januari udah gak bisa direvisi ya itu urusan mahasiswa sama kampus, tim gak peduli sama kasus ini. Klo urusan info banding yang gak tersosialisasi dengan baik, kenapa peserta sebelumnya gak cari tau & bertanya waktu sosialisasi MSIB? Seinget gue dari pihak MSIB maupun kampus juga ngadain sosialisasi MSIB deh. Trus rajin tanya ke alumni MSIB di kampus masing-masing prosesnya gimana, fiturnya apa aja. Walaupun tahapannya beda tapi kan tetep ada namanya surbin, sr, sptjm, dll. Bagi gue program ini masih baru jadi masih banyak bug. Jangankan ini, CPNS aja sering bermasalah kok tahapannya",kamu reject berkas tapi offering saya nemu bug di sistem seleksi ini setau saya offering yang menentukan mitra sedangkan berkas itu urusan tim msib kemungkinan nanti di pertengahan program kamu bakal nemu masalah itupun kalau tim msib tegas buat nyuruh mitra cancel keikutsertaan mahasiswa yang berkasnya rejected kalau urusan banding dalam seleksi berkas itu yang mengecek bukan aibot tapi manusia ini kalau cpns jadi masalah mistake itu wajar barangkali mata mereka sliwer jadi kita sebagai mahasiswa iya harus jeli sendiri kalau ternyata ada salah dalam seleksi iya kita harus rajin follow up ke penyelenggara kalau masalah revisi berkas yang baru keluar di tanggal januari padahal tanggal januari sudah tidak bisa direvisi iya itu urusan mahasiswa sama kampus tim tidak peduli sama kasus ini kalau urusan informasi banding yang tidak tersosialisasi dengan baik kenapa peserta sebelumnya tidak cari tahu bertanya waktu sosialisasi msib seinget saya dari pihak msib maupun kampus juga mengadakan sosialisasi msib deh terus rajin tanya ke alumni msib di kampus masingmasing prosesnya bagaimana fiturnya apa saja walaupun tahapannya beda tapi kan tetap ada namanya surbin sr sptjm dan lain-lain bagi saya program ini masih baru jadi masih banyak bug jangankan ini cpns saja sering bermasalah kok tahapannya,0,0,0,0,0
"Bagi tips kak tahun depan saya coba, yang lulus bagi tips dong",bagi tips kak tahun depan saya coba yang lulus bagi tips dong,1,1,1,1,1
disini ada yang udh diterima magang KAKA MENTOR INAmikro?,disini ada yang sudah diterima magang kakak mentor inamikro,1,1,1,1,1
@bro.swryz udh bro gausah ditanggepin orang itu... Biar dia pada statemennya,sudah saudara laki-laki enggak usah ditanggepin orang itu biar dia pada statemennya,1,0,0,0,0
@nanasealfayeed gue udah reject aja masih dapet offering ketrimað,saya sudah reject saja masih dapat offering diterima,1,1,1,0,0
Yng udah offering diweb tetapi dbatalin gjadi offering gara2 berkas gak eliglibe cungððµ,yang sudah offering diweb tetapi dbatalin gjadi offering gara-gara berkas tidak eliglibe cung,1,0,0,0,0
