,comment,clean,topic
422,"Send you hug kak😢, gue juga, ga ikhlas gue, msib 4 bener2 gue siapin mateng2, udh tes tulis smpe interview 2 mitra, eh berkas gue ga eligible, langsung lemes gue, udh fighter sejak msib 2 sampe sekarang, yg msib 4 ngarep banget gue kak, tp kek gini, smt depan udh gabisa Krn gue udh lulus, yaudahh lahyaaa mo gimana",send you hug ikhlas gue msib bener siapin mateng udh tes tulis smpe interview mitra eh berkas eligible langsung lemes gue udh fighter msib msib ngarep banget gin smt udh gabisa krn udh lulus yaudahh lahyaaa,0
423,"@dekara.ninsa Kalau keterangan dari msib dan dr kampus, Banding itu bukan revisi tapi recheck ulang dokumen, jd yg diunggah itu dokumen yg sama dengan di platform. Justru katanya kalau berusaha merevisi dokumen bakalan di blacklist",ninsa terang msib dr kampus banding revisi recheck ulang dokumen unggah dokumen platform usaha revisi dokumen blacklist,0
424,"@denifebriansyh iya kak, bebal bgt tuh mereka, gue sejak batch 2 smpe skrg belum kesempatan ya Krn pihak msib kaya selalu tutup mata tutup telinga. Gak sigap nginfoin, terkesan seadanya dan ga profesional. Web nya pun gitu gabisa buat tinjau berkas.",bebal banget tuh batch smpe skrg krn msib kaya tutup mata tutup telinga sigap nginfoin kes profesional web gitu gabisa tinjau berkas,2
425,"@andir1_ ngga kak memang masih proses tadi pagi ada balasan email dari kampus merdeka kalau proses seleksi MSIB masih berlangsung, dsrh menunggu dlu🙏🏻",proses pagi balas email kampus merdeka proses seleksi msib langsung dsrh tunggu dlu,2
426,@bro.swryz dia ngerubah isi doc ga bro? Biasanya dia tau salahnya dimana. Makanya reupload ulang.,ngerubah isi doc salah reupload ulang,0
427,berarti proses seleksi ga tranparan dong? klo pihak kampus merdeka udh nyeleksi dan mengadakan aju banding berkas kenapa ga disebar secara merata dan penutupan aju banding cepet dari tanggal pembukaan? banyak temen temen yg lain bilang ini permasalahan dari batch 1 sampe skrng dan ga berubah dari dulu,arti proses seleksi tranparan kampus merdeka udh nyeleksi aju banding berkas sebar tutup aju banding cepat tanggal buka teman teman bilang batch skrng ubah,0
428,@j.ilhamp itu gk llus bro. Kbtulan ini thun ke 2 gw ikut tpi masih sama jga dgn thum sblmnya,ilhamp llus kbtulan thun thum sblmnya,0
429,"@adhlslsa itu ditolak, kak",tolak,1
430,"@dekara.ninsa Yang emang lalai itu ada, tp gabisa digeneralisasi juga semua yang salah itu karena lalai dan sengaja salah. Buktinya ada kok yg habis banding bisa verified. Brati ada kemungkinan pengecekan pertana itu kesalahan dr pihak verifikasi kan? Info banding ga semua dapet karena ada yg baru tau berkasnya setelah tgl 27 yg mana banding udah ditutup",ninsa emang lalai gabisa generalisasi salah lalai sengaja salah bukti habis banding verified brati kece pertana salah dr verifikasi info banding berkas tanggal banding tutup,0
431,Kesempatan aku udah hilang 🥲,hilang,0
432,@_erlanggadwiputra materainya nyomot google kaga? Ttdnya tempelan kaga? Temen gw kek gitu soalnya.,materainya nyomot google kaga ttdnya tempel kaga temen gitu,2
433,"@3721________ ada tutor di yutub kak, itu terbukti bisa karena saya dikonfirmasi mitra juga klu verkasnya ada yg salah",tutor yutub bukti konfirmasi mitra klu verkasnya salah,1
434,"@bro.swryz temen gw ngotot bgt berkas dia bener. Sampe protes marah marah. Pas gw cek ternyata materai dia nyomot dari google. Yaa jelas ga lolos lah. Ini salah satu contoh ada org ngotot berkas bener. Tapi ga peduliin point materai, ttd dsb itu penting.",teman ngotot banget berkas bener sampe protes marah marah pas cek nyata materai nyomot google yaa lolos salah contoh org ngotot berkas bener peduliin point materai ttd dsb,2
435,@devsely cara cek dokumen kita itu eligible gimana yaa kak?,cek dokumen eligible yaa,2
436,@_erlanggadwiputra cara cek dokumen kita itu eligible gimana yaa?,cek dokumen eligible yaa,2
437,"@yunpnzr 79K mas, gak usah asal bunyi lagi dahh, jumlah peserta aja salah",k bunyi dahh salah,2
438,"@yunpnzr ya mas, mitra ama PIC kampus aja gk bisa bantu ngecekin. Justru itu yg kita tuntut, transparansi biar dicek apa salah upload. Klu dicek ya baik2 aja filenya lebih better berkasku dibanding temenku yg gak nyantumin ttd ama kop.",mitra pic kampus bantu ngecekin tuntut transparansi biar cek salah upload klu cek filenya better berkas banding temenku nyantumin ttd kop,2
439,"ngurus berkas sulitnya minta ampun, eh gada kbr",urus berkas sulit ampun eh gada kabar,1
440,@adrian_wbsn kalo ga di Terima minimal kasih kabar biar nggak berharap. btw saya juga korban,terima minimal kasih kabar biar harap ngomong ngomong korban,1
441,Buat adik2 diinget2 ya buat batch/tahun depan. Brightness materai > CV & kualifikasi,adik diinget batch brightness materai cv kualifikasi,2
442,"@denifebriansyh kalo feeling gw (belum tentu benar), yang nyeleksi sr sama sptjm nya kampus merdeka bro. Mitra itu bisa liat berkas sisanya (cv dll).",feeling nyeleksi sr sptjm kampus merdeka mitra lihat berkas sisa cv dll,2
443,"gua dapet undangan dr mitra bro, udh dimasukin grupnya lgi. Proses seleksi berkas itu eligible atau ngga itu dimitra ato dr pihak kampus merdeka? status SR reject lo. Itu berkas di seleksi dibagian apa coba?",undang dr mitra udh dimasukin grup lgi proses seleksi berkas eligible mitra dr kampus merdeka status sr reject lo berkas seleksi coba,1
444,@hshshdoang onboarding prushaan tgl 16 leh nak ato?,onboarding prushaan tanggal nak ato,1
445,"bangun pemuda-pemudi, Indonesia :"")",bangun pemuda pemudi indonesia,0
446,"@j.ilhamp patokannya itu bukan dari status website, tapi dari lu dapet undangan (wa/email) dari mitra buat recruitment process selanjutnya (entah itu tes, intv, atau apapun). Selama gak ada undangan recruitment process selanjutnya, berarti gausah berharap. Arti status diproses di website itu artinya mitra sudah liat dokumen lu",ilhamp patok status website undang wa email mitra recruitment process tes intv undang recruitment process arti gausah harap arti status proses website arti mitra lihat dokumen,1
447,Kabarnya sampai kiamat di proses terus kak :<,kabar kiamat proses,1
448,@m.riswan09_,,0
449,"@adrian_wbsn patokannya itu bukan dari status website bro, tapi dari dapet atau tidaknya undangan recruitment process dari mitra (entah itu tes, interview, atau apapun itu). Kalo gak dapat undangan buat lanjut recruitment ke tahap selanjutnya berarti gak lolos. Status di website diproses itu artinya dokumen lu udah dilihat dan masuk ke proses seleksi oleh mitra.",patok status website undang recruitment process mitra tes interview kalo undang recruitment tahap arti lolos status website proses arti dokumen lihat masuk proses seleksi mitra,1
450,"@arthasth._ setauku yg bisa ngerubah status dari sudah daftar -> proses -> diterima, itu urusan masing2 mitra melalui tim recruiter mereka. denger2 kalo emg ada yg ga lolos tim recruiter mls buat ngerubah status ke tidak lolos mengingat banyaknya yg daftar.",tau ngerubah status daftar proses terima urus mitra tim recruiter denger emg lolos tim recruiter malas ngerubah status lolos daftar,1
451,NT kak 😅,nt,0
452,"Setidaknya di bagian kegiatan tempat magang di kasih tulisan tdk lolos, biar kami para pendaftar lainnya tdk terantung begini,,, klo tertulis proses kami berspekulasi bahwa masih ada harapan atau masih proses pendaftarn / seleksi,,, panitia mohon di baca dan klarifikasi dong,,, semua anak muda indonesia butuh kesamaan jangan hanya di pilih2 ,, klo pilih2 begini mau taruh dimana sila pancasila yang hari2 di baca ulang2 ,, percuma saja",giat magang kasih tulis lolos biar daftar terantung tulis proses spekulasi harap proses pendaftarn seleksi panitia mohon baca klarifikasi anak muda indonesia butuh pilih pilih taruh sila pancasila baca ulang,0
453,"@nadiemmakarim dengan segala hormat pak menteri, mungkin bisa disesuaikan lagi programnya berdasarkan hasil evaluasi di periode ini semoga bisa menjadi lebih baik lagi🙏🏻",hormat menteri sesuai program dasar hasil evaluasi periode moga,2
454,kasih kejelasan klo emng di tolak.,kasih tolak,1
455,@rachel.marla iya kasian statusnya diproses aja gada kejelasan,marla kasi status proses gada,2
456,@bro.swryz aneh dan mengsedih,aneh mengsedih,0
457,"@myvatnash Gua bingung sama responnya dia, kok tiba2 sampe kampus apa hubungannya😭",gua bingung responnya kampus hubung,1
458,@yunpnzr Hah? Lu daftar msib ga si? Hubungannya sama kampus apaan? Kaget gua jawabannya kaga nyambung🥹,hah lu daftar msib si hubung kampus kaget nyambung,0
459,"@yunpnzr  status berkas keluar tbtb ga eligible itu karena dari sistemnya yang tbtb berubah, bukan dari kampus tbtb ngeluarin status wkk",status berkas tbtb eligible sistem tbtb ubah kampus tbtb ngeluarin status wkk,1
460,@_erlanggadwiputra udah bangggg😭😭,bangggg,0
461,ga cakap intelektual ni penyelenggara...,cakap intelektual selenggara,0
462,"3 bulan mati matian persiapan, tp yg lolos cuma modal berkas eligible, bukan skill yg diliat😂 harusnya urusan berkas di filter di awall",mati mati lolos modal berkas eligible skill liat urus berkas filter awall,1
463,"@bro.swryz ya kalo urusan berkas itu mah urusan mahasiswa sama kampus mas. Penyelenggara gak peduli, gampangnya salah sendiri ngeluarinnya diluar dari jadwal. Itu udah resiko masing-masing ditanggung peserta. Gak sekalian lu nuntut pendaftaran & revisi sampe tanggal 31 Desember 2023?",urus berkas mah urus mahasiswa kampus selenggara peduli gampang salah ngeluarinnya jadwal resiko tanggung nuntut daftar revisi tanggal desember,0
464,"Bener banget, serasa di gantungin astaga udah penuh harapan tapi kalau kaya gini langsung down 🙃",bener banget serasa gantungin astaga penuh harap kaya gin langsung down,0
465,@rachel.marla semisal lwt dri tgl 11 kemungkinan udh ga lolos mas,marla tanggal udh lolos,0
466,@adrian_wbsn bner nih broth?,bner broth,0
467,@yunpnzr  Baru dari mananya bro? udah batch 4 lho. Kalau ada orang kritik membangun itu diterima dan dijadikan masukkan bukan malah menormalisasi kesalahan. Hadeh,batch lho orang kritik bangun terima masuk normalisasi salah hadeh,2
468,"@ ya baguslah, soalnya saya baca komen dari kmrn sih, keluhan mereka yang sma sma mengurus tp salah satunya ga eligible",bagus baca komen kemarin keluh urus salah eligible,2
469,Kecewa😂 gk lg lg deh ikutan kalau sistem nya masih seperti ini,kecewa deh sistem,0
470,Kasih kejelasan setidaknua buat tidak lolos,kasih setidaknua lolos,1
471,"@yunpnzr Lha memang ada kesalahan, makanya pada protes😂. Ga semua banding dicek banyak yg statusnya masih on review sampe sekarang. Bahkan ada yang status berkasnya baru keluar tanggal 30 sedangkan banding udah ditutup tgl 27. Trus mau gimana kalau gitu?",lha salah protes banding cek status on review status berkas tanggal banding tutup tanggal trus gitu,0
472,@tntkswl_  Malee bgt bgsddd mandang kampus wkwkwkwk,malee banget bgsddd mandang kampus wkwkwkwk,0
473,"@babu_abu_abu namanya juga program masih baru, resiko ditanggung pendaftar. Jangan kaget diginiin, karna pas lu udah lulus kuliah lebih gak jelas lagi sistem seleksinya. Jadi anggap aja ini simulasi seleksi bertahan hidup🙏",nama program resiko tanggung daftar kaget diginiin pas lulus kuliah sistem seleksi anggap simulasi seleksi tahan hidup,1
474,"@herdodp kurang tau kalau bangkit, tapi yang pasti kalau bangkit, yang ga lolos tetep nerima email informasi ga lolos",bangkit bangkit lolos tetep nerima email informasi lolos,2
475,@gastrovast tgl 16 masih pembekalan??,tanggal bekal,0
476,"@bro.swryz ya berarti kalo begitu ada kesalahan cek berkas. Kan yang di cek gak cuma ente doang. Animonya aja sampe ratusan ribu peserta loh. Kalo gitu balik lagi ke pesertanya, kenapa gak mau aju banding kalo ada kesalahan? L",arti salah cek berkas cek ente doang animo ratus ribu loh kalo gitu aju banding salah l,1
477,@trushnasla yo,,0
478,@babu_abu_abu Banyak yang banding dan berubah jadi verified. Brati ada kemungkinan di verifikasi pertama ada miss dr sistemnya. Kenapa orang² pada denial ya kak:((,banding ubah verified brati verifikasi miss dr sistem orang denial,0
479,@herdodp ga ada kak Bangkit,bangkit,1
480,@adrian_wbsn sediih amat🥲,sediih,0
481,MSIB batch 4 kacau. Minimal kasih kejelasan kepada mahasiswa,msib batch kacau minimal kasih mahasiswa,0
482,@adhlslsa berasa dighosting😢,asa dighosting,0
483,@adrian_wbsn wkwkw asliii kak,wkwkw asliii,0
484,❤️,,0
485,"Masak ,dh sampai tgl 13 masi di proses Mulu , setidaknya di kasih tau ,lolos apa enggak nya",masak dh tanggal proses mulu kasih lolos,1
486,@yunpnzr ceknya gmn bro? Udh telat kok. Semuanya udh terjadi. Pihak msib yg kurang sosialisasi soal pencegahan begini2,cek gmn udh lambat udh msib sosialisasi cegah,0
487,Tolong di kasih kejelasan lah min😢,tolong kasih,1
488,@yunpnzr Wduuw bestie gua banding jadi verified bro. Banding kan cuma recheck doank tanpa revisi. Brati sistem juga bisa salah kan? Trus berapa banyak org di luar sana yang kaga salah tapi dianggep salah sama sistem?,wduuw bestie banding verified banding recheck doank revisi brati sistem salah trus org salah dianggep salah sistem,0
489,@bochiillll @cicumgarcum kut yo,kut,0
490,@lucki_atmaja kalau mitra bangkit sosmed nya apa ya kak?,mitra bangkit sosmed,2
491,"@_erlanggadwiputra coba cek lagi file yang udah di scan, pastinada poin yang gak kebaca pas scanning seperti materai yang gak berwarna, cap gak terbaca jelas, ada yang burem, dll",coba cek file scan pastinada poin baca pas scanning materai warna cap baca burem,2
492,"@bro.swryz pasti ada yang salah itu berkasnya, coba cek lagi",salah berkas coba cek,1
493,"@adhlslsa iyaaa, ga ada tahap selanjutnya kah? tautau share info offering sampe tgl 16feb ini. gimana Pak? @magangmerdeka",iyaaa tahap kah tautau share informasi offering tanggal feb,0
494,@dndaaaws_ pasti ada salah satu unsur yang gak kebaca pas scanning. Coba perhatiin lagi,salah unsur baca pas scanning coba perhati,2
495,@alammaulanaaa__ cek di ig/web mitra,cek ig web mitra,2
496,"@alammaulanaaa__ coba crosscheck satu per satu mitra, pada udah mulai offering atau belum, kalau gw gitu di cek satu persatu, kalau udah pada offering ya yaudah jangan berharap",coba crosscheck mitra offering gitu cek offering harap,2
497,"panitianya gimana nih urus berkasnya? beberapa komen gue baca, ada yang urus berkasnya dari awal sampai akhir sama temannya, berkas sama smua ga ada yang beda, tp tmn nya eligible dan dia ga eligible? kalian pakai cara cap cip cup ya??",panitia urus berkas komen baca urus berkas teman berkas smua beda tmn eligible eligible pakai cap cip cup,1
498,@j.ilhamp saya coba tanyakan ke email MSIB nya..dapet balesan bahwa sampai tgl 15 juga masih proses seleksi oleh mitra.. semoga ajaaa...huhu.. dan semoga aja ada perpanjangan sama seperti awal pendaftaran MSIB pun ada perpanjangan..hehehe,ilhamp coba email msib dapet balesan tanggal proses seleksi mitra moga ajaaa huhu moga daftar msib hehehe,0
499,"Temen gua eligible, gua engga. Padahal ketiplek tiplek isi berkas semuanya sama wong ngurusnya bareng pas ke kampus wkwkwkwk",temen eligible engga ketiplek tiplek isi berkas ngurusnya bareng pas kampus wkwkwkwk,2
500,@apradanirmala @heitalll_,,0
501,@0_rya,,0
502,@rachel.marla sabar aja,marla sabar,0
503,gimana mau kompetitif sialan orang yang diliat eligibilas berkas wkwk,kompetitif sial orang liat eligibilas berkas wkwk,1
504,"@adrian_wbsn aku dapat 10 tawaran, wkwk tapi pilih Sekolah Ekspor ajah",tawar wkwk pilih sekolah ekspor ajah,2
505,❤️,,0
506,ngepost gini dibaca ga si komennya?,ngepost gin baca si komennya,0
507,@rachel.marla benerr nihh huhu,marla benerr nihh huhu,2
508,ini gimana ya yg statusnya masih prosessssss?,status prosessssss,1
509,siap,,0
510,"Ketahuilah, dibalik gebyar onboarding besok, ada ribuan mahasiswa yang dirugikan karena berkas mereka yang sejatinya benar tapi dianggap salah👏 Sukses buat temen2 yang lancar dalam proses seleksi. Salam dari kami yang emang belum rejekinya di sini dan harus gagal karena berkas yang belum tentu kami salah❤️",gebyar onboarding besok ribu mahasiswa rugi berkas sejati anggap salah sukses teman teman lancar proses seleksi salam emang rejekinya gagal berkas salah,1
511,@rissww.andi__,,0
512,@erikaaacp,,0
513,@adrian_wbsn Dari batch 1 udah kayak gini dan sampe batch 4 ga dibenerin👏 salut,batch kayak gin batch dibenerin salut,0
514,Diproses = ditolak ges wkwkwk,proses tolak ges wkwkwk,1
515,@srianadewi_ @anggy_listiaa @sulistiaa30 @soniaa_dalimunthe @9_sabinaa,,0
516,"@pitasrr_ dapat infonya dari mana kk?, wah jadi masih ada harapan nih",info kk harap,2
517,@andir1_ maaf katanya mundur lagi,maaf mundur,1
518,@andir1_ dilamar MSIB sampai tgl 15,lamar msib tanggal,0
519,@andir1_ bukanya tanggal 15 ya batasnya kak,buka tanggal batas,0
520,Masih ada harapan ga sih? 🙃,harap,0
521,"@ibrahim.bram.35762 maaf kk menjawab, udah nggak keterima mungkin kk, karna batas pengumumannya tanggal 11",bram maaf terima kk batas tanggal,1
522,@brewijaya 🙌🙌🙌🙌,,0
523,"Min, buat yg gaketerima dikasih info dong lolos apa engga? Di MBKM Diproses mulu wkwk",gaketerima kasih informasi lolos engga mbkm proses melulu wkwk,1
524,@tugusputra123 @dwayucamilla ✨✨✨,,0
525,@j.ilhamp iya kak sama sy juga sampai skrg blm dapat kabar ni,ilhamp skrg kabar,1
526,"Okeh, belum rejeki ygy",okeh rezeki ygy,0
527,MSIB masih proses terus nih😢🤔,msib proses nih,1
528,@spontanahuy kalau hari ini blm ada email atau tlp dari pihak msib berarti besar kemungkinan ga lolos ya?,email telepon msib arti lolos,1
529,@ilham_andika_ turu aja dek,turu adik,0
530,@ci.ucii6 gimna?,ucii gimna,0
531,@spontanahuy @herlinaylrt_,,0
532,@ptrairwn_ tag cobaa,tag cobaa,0
533,@adrian_syahhh22 tak tau saya wkwkwj,wkwkwj,0
534,@ptrairwn_ kampus kita gimana ya wkwkwkwwk,kampus wkwkwkwwk,2
535,Simulasi Survey Kebhinekaan sudah dilaksanakan pada hari ini. Terima kasih Bapak/Ibu Panitia Pusat MSIB.,simulasi survey kebhinekaan laksana terima kasih panitia pusat msib,1
536,@ema.hakimah untuk info lolos tidaknya apakah disampaikan le2at email bu?,hakimah informasi lolos leat email bu,2
537,@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,info lihat,2
538,@lindamanullang07 pertanyaan yang sama..info bisa dilihat dimana y,info lihat,2
539,@upepeul pertanyaan yang sama..lihat infonya dimana y,lihat info,2
540,"Iya sama @ema.hakimah,solusinya gimana ya",hakimah solusi,0
541,"@ema.hakimah kalo hanya simulasi, loginnya harus registrasi dulu kak, kalo udah survei baru pake username dan password yang didapatkan dari email",hakimah simulasi loginnya registrasi survei pakai username password email,2
542,@ema.hakimah saya juga mengalami hal yang sama. Admin @magangmerdeka mohon dibantu,hakimah alami admin mohon bantu,0
543,Saya mau ikut survei belum bs masuk? adakah yg bs membantu...password salah saat dimasukkn,survei masuk bantu password salah dimasukkn,2
544,"@nyepammyy_ tergantung hrd nya si, kalau aku pribadi sore",gantung hrd si pribadi sore,2
545,@julius_trbb99 iya kak itu status proses akan diganti jika sudah memasuki jadwal berjalannya kegiatan. 😁 Semangat terus jgn terpaku nunggu kabar... Realistis aja klo seminggu ga ada kabar udh fokus yang lain,status proses ganti pasuk jadwal jalan giat semangat terpa nunggu kabar realistis minggu kabar udh fokus,1
546,"@keyfira_anggrayni fokuslah ke yang lain saja, ketika sdh lebih dari 1 minggu tidak ada kabar",fokus sdh minggu kabar,1
547,@ryan.als di tlpon nya saat jam kantor ka?,als tlpon jam kantor ka,0
548,@keyfira_anggrayni Masi diproses jga ka,proses,1
549,@keyfira_anggrayni Masih diproses di aku,proses,1
550,@keyfira_anggrayni iyaa belum ada ka,iyaa,0
551,"Admin mohon keejalasn buat kami yg status tempat magang masih berproses ini artinya apa ?? Tolong dong jangan hanya di baca bru di abaikan,,, setidaknya kalau kami yg lain tdk lolos seleksi di statusnya harus tertuli tdk lolos seleksi,,,
Klo seperti tertulis “proses” kami pendaftar yg lain akan berpsekulasi bahwa proses seleksi masih berlanjut,, setidaknya ada persamaan dan transparasi🙏🏽",admin mohon keejalasn status magang proses arti tolong baca abai lolos seleksi status tuli lolos seleksi klo tulis proses daftar berpsekulasi proses seleksi transparasi,1
552,"@nyepammyy_ iyaa kak, udh ada pengumumannya blm kak?",iyaa udh,2
553,@keyfira_anggrayni bpjs ketenagakerjaan ya ka?,bpjs ketenagakerjaan ka,0
554,"@nuel.naibaho dari yg saya baca”, kebetulan saya ditelp 2 hari yg lalu baru muncul notifikasi lulusnya di platform",naibaho baca ditelp muncul notifikasi lulus platform,0
555,@gastrovast tgl 16 aja masih survei kebhinekaan calon DPP😭😌,tanggal survei kebhinekaan calon dpp,0
556,@ryan.als info darimana??,als informasi darimana,0
557,@keyfira_anggrayni blm ada nihh,nihh,0
558,ada yg daftar di bpjs? udah ada yg dapet pengumuman lolos atau tidak lolos blm yaa,daftar bpjs lolos lolos yaa,1
559,klo yg udah lolos tahap administrasi dari mitra itu blum berarti lolos ya?,lolos tahap administrasi mitra arti lolos,1
560,"MIN INI KOK DAPET WA BISA DITERIMA OFFERING SAMPE TGL 14, TAPI KOK HARI INI AKU CEK DI WEB UDAH GAADA?",dapet wa terima offering sampe tgl cek web udah gaada,1
561,Nt,,0
562,Besar kemungkinan tidak lolos sippp,lolos sippp,1
563,Berasa kek digantung pasangan🙌,asa gantung pasang,2
564,"@ilham_andika_ harapan magang?, udh dari kemaren kan pengumumannya",harap magang udh kemarin,2
565,Ini sudah pengumuman calon DPP ya min? Melalui apa ya min?,calon dpp,0
566,😢,,0
567,"@klandes10_fikrie kalau tidak ada undangan recruitment process dari mitra di wa ato email yang mengundang utk ikut test, interview,  atau apapun itu, kemungkinan besar tidak lolos. Patokannya di recruitment process mitra ya, bukan di status website",undang recruitment process mitra wa email undang test interview lolos patok recruitment process mitra status website,1
568,"@akhsannurkholish kalau semisal gaada undangan recruitment process dari mitra (email atau wa), berarti kemungkinan besar tidak lolos. Patokannya bukan status di website mbkm, tapi recruitment process mitra",uang undang recruitment process mitra email wa arti lolos patok status website mbkm recruitment process mitra,1
569,"@spontanahuy kalo gaada recruitment process dari mitra (ga dapet email ato wa yang mengundang test, interview, atau semacamnya) berarti kemungkinan ga lolos. Patokannya bukan status proses di website, tapi dari recruitment processnya mitra",uang recruitment process mitra email wa undang test interview arti lolos patok status proses website recruitment processnya mitra,1
570,Ini untuk dosen PT mahasiswa yang ikut msib batch 4 ya min??,dosen pt mahasiswa msib batch,0
571,"@klandes10_fikrie ada kok di email, tapi mitranya yang ngabarin kalo misal ga lolos",email mitra ngabarin lolos,2
572,yg saya knpa mitra nya masih dalam proses??,mitra proses,1
573,Semoga masih ada harapan 🙏,moga harap,0
574,Dah lah,dah,0
575,"@spontanahuy udah terakhir kayanya, cek terus aja offering nya di platform",kaya cek offering platform,2
576,Ya Allah ini sudah tanggal 13 masa di platform dan email tidak ada pemberitahuan sama sekali,allah tanggal platform email pemberitahuan,0
577,@spontanahuy tanggal 15 terakhirnya 🙏🏻 ada bbrpa perusahaan yg masih nerima. Tunggu email & ditelp aja ka,tanggal bbrpa usaha nerima tunggu email ditelp,1
578,@spontanahuy ga ush berharap lgi udh tgl segini wkwk,ush harap udh tanggal gin wkwk,0
579,@spontanahuy asliii butuh kepastian,asliii butuh,0
580,Siapa saja yg lolos utk ikut survei diinfokan dimna ya,lolos survei info dimna,2
581,Jadi min untuk pengumuman magang merdeka nya udah selesai ya? Tolong direspon biar ga berharap lagi :(,magang merdeka selesai tolong direspon biar harap,2
